customer_id,年月,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
PL012044,201812,10,4.0,6.0,9.0,8.0,9.0,8.0,2018-04-14,2018-12-01,7
PL013000,201812,9,6.0,7.0,7.0,7.0,9.0,9.0,2018-05-15,2018-12-01,6
PL031436,201812,4,1.0,4.0,5.0,8.0,6.0,10.0,2018-06-09,2018-12-01,5
PL074136,201812,2,4.0,1.0,3.0,5.0,3.0,7.0,2018-05-04,2018-12-01,6
PL103598,201812,2,1.0,2.0,3.0,7.0,6.0,7.0,2018-06-03,2018-12-01,5
PL145577,201812,4,3.0,2.0,6.0,4.0,7.0,8.0,2018-06-11,2018-12-01,5
PL148706,201812,7,6.0,8.0,8.0,5.0,6.0,9.0,2018-05-10,2018-12-01,6
PL227814,201812,8,7.0,7.0,9.0,6.0,9.0,10.0,2018-04-05,2018-12-01,7
PL248851,201812,3,4.0,5.0,5.0,7.0,9.0,6.0,2018-04-03,2018-12-01,7
PL300201,201812,3,3.0,4.0,4.0,4.0,6.0,8.0,2018-05-02,2018-12-01,6
PL302535,201812,8,6.0,9.0,8.0,6.0,7.0,10.0,2018-04-06,2018-12-01,7
PL311399,201812,3,2.0,8.0,6.0,7.0,6.0,8.0,2018-06-02,2018-12-01,5
PL333517,201812,7,7.0,6.0,7.0,6.0,6.0,8.0,2018-05-03,2018-12-01,6
PL397032,201812,3,2.0,4.0,1.0,5.0,3.0,7.0,2018-05-09,2018-12-01,6
PL432893,201812,6,8.0,6.0,7.0,8.0,7.0,7.0,2018-05-07,2018-12-01,6
PL512409,201812,4,6.0,3.0,3.0,3.0,5.0,7.0,2018-05-11,2018-12-01,6
PL535994,201812,1,1.0,2.0,3.0,2.0,5.0,6.0,2018-05-05,2018-12-01,6
PL560620,201812,4,9.0,9.0,6.0,9.0,5.0,7.0,2018-05-11,2018-12-01,6
PL649138,201812,5,3.0,1.0,4.0,6.0,7.0,8.0,2018-06-11,2018-12-01,5
PL683089,201812,1,5.0,3.0,2.0,4.0,5.0,5.0,2018-04-08,2018-12-01,7
PL745124,201812,3,2.0,3.0,3.0,1.0,3.0,4.0,2018-04-13,2018-12-01,7
PL754630,201812,9,9.0,9.0,10.0,8.0,7.0,11.0,2018-06-14,2018-12-01,5
PL790086,201812,2,2.0,5.0,5.0,4.0,3.0,9.0,2018-05-07,2018-12-01,6
PL806914,201812,3,4.0,3.0,5.0,6.0,6.0,7.0,2018-06-14,2018-12-01,5
PL823122,201812,8,7.0,9.0,10.0,7.0,9.0,12.0,2018-06-03,2018-12-01,5
PL834061,201812,6,6.0,6.0,7.0,6.0,6.0,7.0,2018-06-10,2018-12-01,5
PL849292,201812,2,3.0,3.0,4.0,6.0,6.0,6.0,2018-04-14,2018-12-01,7
PL907705,201812,5,1.0,6.0,2.0,2.0,5.0,7.0,2018-05-06,2018-12-01,6
PL928334,201812,4,3.0,2.0,2.0,3.0,4.0,7.0,2018-05-07,2018-12-01,6
PL959979,201812,9,6.0,8.0,11.0,9.0,9.0,7.0,2018-05-08,2018-12-01,6
PL969360,201812,6,8.0,8.0,6.0,6.0,9.0,8.0,2018-04-11,2018-12-01,7
TS023870,201812,1,2.0,4.0,4.0,6.0,7.0,6.0,2018-05-02,2018-12-01,6
TS034873,201812,6,6.0,7.0,8.0,9.0,8.0,8.0,2018-05-01,2018-12-01,7
TS056568,201812,7,6.0,8.0,7.0,8.0,11.0,8.0,2018-06-12,2018-12-01,5
TS070436,201812,8,5.0,8.0,10.0,10.0,7.0,11.0,2018-06-13,2018-12-01,5
TS094366,201812,2,3.0,2.0,5.0,5.0,7.0,8.0,2018-06-05,2018-12-01,5
TS094459,201812,1,4.0,5.0,3.0,3.0,8.0,9.0,2018-06-08,2018-12-01,5
TS124176,201812,8,8.0,9.0,8.0,7.0,7.0,10.0,2018-06-04,2018-12-01,5
TS166191,201812,3,5.0,3.0,3.0,9.0,5.0,9.0,2018-06-08,2018-12-01,5
TS173314,201812,7,9.0,7.0,10.0,8.0,5.0,10.0,2018-06-10,2018-12-01,5
TS174464,201812,9,6.0,7.0,8.0,9.0,6.0,8.0,2018-04-11,2018-12-01,7
TS205006,201812,2,3.0,4.0,1.0,7.0,6.0,10.0,2018-06-15,2018-12-01,5
TS219429,201812,8,8.0,8.0,7.0,8.0,9.0,8.0,2018-06-01,2018-12-01,6
TS310889,201812,5,7.0,7.0,8.0,8.0,8.0,9.0,2018-05-03,2018-12-01,6
TS315466,201812,1,5.0,5.0,3.0,3.0,2.0,6.0,2018-05-01,2018-12-01,7
TS342811,201812,7,7.0,9.0,10.0,5.0,7.0,9.0,2018-06-02,2018-12-01,5
TS349770,201812,1,2.0,1.0,3.0,3.0,5.0,6.0,2018-05-04,2018-12-01,6
TS357747,201812,8,10.0,9.0,7.0,8.0,8.0,8.0,2018-05-13,2018-12-01,6
TS447283,201812,9,10.0,6.0,8.0,7.0,8.0,6.0,2018-06-07,2018-12-01,5
TS466629,201812,7,10.0,9.0,11.0,5.0,7.0,11.0,2018-06-12,2018-12-01,5
TS551344,201812,1,2.0,3.0,3.0,5.0,5.0,8.0,2018-05-14,2018-12-01,6
TS617231,201812,2,3.0,5.0,5.0,5.0,5.0,7.0,2018-05-09,2018-12-01,6
TS660166,201812,3,4.0,3.0,7.0,6.0,6.0,6.0,2018-05-10,2018-12-01,6
TS726881,201812,3,2.0,4.0,5.0,7.0,6.0,7.0,2018-06-06,2018-12-01,5
TS736914,201812,10,7.0,7.0,8.0,8.0,7.0,7.0,2018-05-12,2018-12-01,6
TS752925,201812,9,8.0,10.0,8.0,8.0,7.0,7.0,2018-06-06,2018-12-01,5
TS761925,201812,2,3.0,3.0,3.0,4.0,4.0,7.0,2018-05-04,2018-12-01,6
TS763203,201812,9,7.0,7.0,9.0,9.0,6.0,7.0,2018-04-13,2018-12-01,7
TS848093,201812,2,4.0,3.0,3.0,5.0,4.0,7.0,2018-05-12,2018-12-01,6
TS910887,201812,6,7.0,6.0,7.0,7.0,10.0,9.0,2018-06-07,2018-12-01,5
TS917520,201812,10,6.0,5.0,7.0,8.0,10.0,8.0,2018-05-13,2018-12-01,6
TS921837,201812,4,2.0,6.0,5.0,3.0,4.0,9.0,2018-06-04,2018-12-01,5
TS949361,201812,5,8.0,7.0,11.0,6.0,10.0,10.0,2018-06-13,2018-12-01,5
TS964483,201812,6,9.0,8.0,8.0,8.0,11.0,9.0,2018-06-01,2018-12-01,6
TS977703,201812,7,5.0,8.0,8.0,8.0,8.0,7.0,2018-04-15,2018-12-01,7
AS008805,201901,1,5.0,3.0,2.0,2.0,5.0,7.0,2018-06-07,2019-01-01,6
AS015233,201901,9,9.0,7.0,7.0,9.0,11.0,5.0,2018-05-13,2019-01-01,7
AS025956,201901,1,1.0,4.0,4.0,5.0,7.0,7.0,2018-05-09,2019-01-01,7
AS029624,201901,2,5.0,6.0,4.0,1.0,5.0,7.0,2018-05-08,2019-01-01,7
AS100947,201901,9,8.0,8.0,9.0,6.0,8.0,7.0,2018-05-12,2019-01-01,7
AS115149,201901,5,3.0,3.0,2.0,1.0,3.0,7.0,2018-05-11,2019-01-01,7
AS115629,201901,4,1.0,3.0,4.0,4.0,3.0,7.0,2018-07-04,2019-01-01,5
AS185951,201901,1,2.0,3.0,1.0,5.0,3.0,3.0,2018-04-09,2019-01-01,8
AS197200,201901,8,9.0,9.0,12.0,6.0,8.0,9.0,2018-04-15,2019-01-01,8
AS200286,201901,1,4.0,3.0,3.0,6.0,3.0,6.0,2018-04-06,2019-01-01,8
AS210576,201901,4,5.0,4.0,2.0,2.0,5.0,6.0,2018-07-01,2019-01-01,6
AS212132,201901,1,2.0,2.0,3.0,4.0,5.0,7.0,2018-06-07,2019-01-01,6
AS217722,201901,6,7.0,7.0,7.0,11.0,8.0,8.0,2018-06-10,2019-01-01,6
AS220726,201901,2,3.0,4.0,2.0,2.0,5.0,3.0,2018-05-12,2019-01-01,7
AS251169,201901,5,3.0,2.0,2.0,4.0,6.0,5.0,2018-04-03,2019-01-01,8
AS345469,201901,2,1.0,5.0,1.0,3.0,5.0,6.0,2018-04-12,2019-01-01,8
AS388908,201901,1,3.0,2.0,2.0,4.0,3.0,5.0,2018-05-11,2019-01-01,7
AS460629,201901,9,7.0,8.0,9.0,7.0,8.0,6.0,2018-07-14,2019-01-01,5
AS471761,201901,6,7.0,8.0,8.0,7.0,8.0,7.0,2018-06-13,2019-01-01,6
AS517285,201901,8,9.0,9.0,10.0,6.0,10.0,9.0,2018-07-03,2019-01-01,5
AS546422,201901,3,4.0,3.0,1.0,5.0,7.0,4.0,2018-04-10,2019-01-01,8
AS577195,201901,2,3.0,3.0,4.0,7.0,8.0,7.0,2018-07-01,2019-01-01,6
AS584134,201901,1,4.0,3.0,5.0,4.0,6.0,2.0,2018-05-05,2019-01-01,7
AS609865,201901,7,6.0,6.0,9.0,8.0,8.0,10.0,2018-06-12,2019-01-01,6
AS611649,201901,9,7.0,8.0,9.0,7.0,8.0,7.0,2018-07-12,2019-01-01,5
AS628722,201901,3,5.0,2.0,3.0,5.0,4.0,6.0,2018-04-15,2019-01-01,8
AS654830,201901,6,5.0,7.0,6.0,8.0,9.0,6.0,2018-06-12,2019-01-01,6
AS680056,201901,5,4.0,3.0,5.0,3.0,4.0,7.0,2018-06-08,2019-01-01,6
AS721170,201901,5,3.0,1.0,1.0,1.0,2.0,5.0,2018-04-12,2019-01-01,8
AS722697,201901,2,3.0,2.0,5.0,6.0,7.0,7.0,2018-07-08,2019-01-01,5
AS748245,201901,3,3.0,3.0,2.0,5.0,6.0,8.0,2018-06-03,2019-01-01,6
AS760415,201901,7,8.0,9.0,12.0,10.0,7.0,12.0,2018-07-12,2019-01-01,5
AS814353,201901,9,7.0,7.0,9.0,9.0,11.0,7.0,2018-05-05,2019-01-01,7
AS822877,201901,7,7.0,7.0,6.0,7.0,10.0,7.0,2018-06-02,2019-01-01,6
AS854424,201901,5,1.0,2.0,5.0,4.0,5.0,5.0,2018-06-09,2019-01-01,6
AS854458,201901,4,2.0,2.0,3.0,4.0,10.0,8.0,2018-07-03,2019-01-01,5
AS859775,201901,7,7.0,8.0,8.0,12.0,9.0,7.0,2018-06-10,2019-01-01,6
AS886872,201901,7,8.0,5.0,11.0,8.0,7.0,7.0,2018-04-12,2019-01-01,8
AS914120,201901,3,2.0,7.0,7.0,3.0,9.0,10.0,2018-07-06,2019-01-01,5
AS972005,201901,4,5.0,3.0,3.0,4.0,4.0,9.0,2018-07-07,2019-01-01,5
GD001932,201901,2,3.0,2.0,7.0,6.0,7.0,6.0,2018-05-04,2019-01-01,7
GD015238,201901,3,2.0,2.0,4.0,5.0,7.0,9.0,2018-07-11,2019-01-01,5
GD082530,201901,8,7.0,7.0,8.0,7.0,10.0,9.0,2018-05-13,2019-01-01,7
GD098851,201901,2,4.0,2.0,7.0,5.0,6.0,9.0,2018-04-12,2019-01-01,8
GD192337,201901,8,9.0,8.0,8.0,7.0,8.0,11.0,2018-07-15,2019-01-01,5
GD192754,201901,4,2.0,5.0,3.0,3.0,6.0,6.0,2018-06-06,2019-01-01,6
GD203795,201901,3,3.0,2.0,2.0,6.0,7.0,5.0,2018-05-09,2019-01-01,7
GD210507,201901,3,4.0,5.0,3.0,5.0,6.0,7.0,2018-04-11,2019-01-01,8
GD289362,201901,8,9.0,7.0,7.0,10.0,7.0,9.0,2018-05-04,2019-01-01,7
GD292406,201901,2,7.0,4.0,6.0,7.0,9.0,7.0,2018-07-06,2019-01-01,5
GD309433,201901,3,3.0,3.0,2.0,2.0,5.0,9.0,2018-05-13,2019-01-01,7
GD314208,201901,3,3.0,4.0,2.0,6.0,5.0,7.0,2018-06-12,2019-01-01,6
GD324324,201901,2,2.0,1.0,3.0,6.0,5.0,8.0,2018-06-15,2019-01-01,6
GD325851,201901,7,9.0,8.0,8.0,8.0,6.0,5.0,2018-04-13,2019-01-01,8
GD362869,201901,2,6.0,4.0,1.0,5.0,6.0,7.0,2018-07-10,2019-01-01,5
GD372798,201901,3,3.0,3.0,3.0,7.0,3.0,4.0,2018-06-05,2019-01-01,6
GD375940,201901,8,6.0,8.0,9.0,9.0,8.0,6.0,2018-07-04,2019-01-01,5
GD385195,201901,6,7.0,9.0,10.0,7.0,8.0,6.0,2018-07-15,2019-01-01,5
GD398654,201901,2,3.0,2.0,3.0,5.0,7.0,11.0,2018-07-01,2019-01-01,6
GD459084,201901,5,7.0,7.0,8.0,9.0,7.0,10.0,2018-06-08,2019-01-01,6
GD460554,201901,2,3.0,2.0,4.0,7.0,7.0,7.0,2018-07-08,2019-01-01,5
GD563242,201901,6,8.0,4.0,4.0,7.0,11.0,9.0,2018-04-05,2019-01-01,8
GD594854,201901,7,9.0,11.0,7.0,9.0,6.0,8.0,2018-05-15,2019-01-01,7
GD607294,201901,6,5.0,9.0,8.0,11.0,6.0,5.0,2018-07-15,2019-01-01,5
GD629291,201901,7,8.0,10.0,8.0,9.0,8.0,10.0,2018-07-04,2019-01-01,5
GD659982,201901,9,10.0,7.0,9.0,5.0,7.0,8.0,2018-06-10,2019-01-01,6
GD716223,201901,6,3.0,4.0,8.0,9.0,7.0,6.0,2018-04-15,2019-01-01,8
GD730210,201901,4,1.0,4.0,2.0,2.0,7.0,5.0,2018-06-02,2019-01-01,6
GD763297,201901,3,5.0,3.0,4.0,3.0,5.0,8.0,2018-06-13,2019-01-01,6
GD766769,201901,1,1.0,2.0,3.0,5.0,7.0,4.0,2018-05-09,2019-01-01,7
GD790125,201901,5,3.0,3.0,3.0,5.0,3.0,10.0,2018-07-08,2019-01-01,5
GD797764,201901,4,4.0,3.0,1.0,7.0,6.0,6.0,2018-05-02,2019-01-01,7
GD807513,201901,8,9.0,9.0,9.0,10.0,6.0,8.0,2018-06-03,2019-01-01,6
GD819763,201901,7,4.0,8.0,8.0,9.0,8.0,8.0,2018-07-12,2019-01-01,5
GD821903,201901,9,10.0,7.0,8.0,9.0,9.0,9.0,2018-05-11,2019-01-01,7
GD862688,201901,11,5.0,8.0,7.0,9.0,9.0,6.0,2018-05-08,2019-01-01,7
GD869667,201901,7,6.0,8.0,10.0,11.0,9.0,5.0,2018-06-11,2019-01-01,6
GD892565,201901,7,8.0,5.0,8.0,8.0,9.0,7.0,2018-05-02,2019-01-01,7
GD893916,201901,5,7.0,8.0,10.0,8.0,9.0,10.0,2018-06-08,2019-01-01,6
GD903750,201901,4,2.0,1.0,3.0,5.0,8.0,10.0,2018-06-07,2019-01-01,6
GD913324,201901,8,7.0,5.0,8.0,6.0,7.0,10.0,2018-05-05,2019-01-01,7
GD931906,201901,2,1.0,4.0,1.0,5.0,6.0,4.0,2018-05-04,2019-01-01,7
GD955939,201901,8,7.0,9.0,9.0,7.0,4.0,6.0,2018-07-08,2019-01-01,5
GD991319,201901,1,2.0,3.0,2.0,4.0,4.0,6.0,2018-06-08,2019-01-01,6
HD032015,201901,1,4.0,2.0,4.0,4.0,5.0,6.0,2018-04-14,2019-01-01,8
HD104614,201901,4,3.0,2.0,3.0,4.0,5.0,3.0,2018-04-15,2019-01-01,8
HD146199,201901,6,11.0,10.0,9.0,7.0,7.0,8.0,2018-04-09,2019-01-01,8
HD164041,201901,1,5.0,1.0,3.0,6.0,8.0,7.0,2018-07-07,2019-01-01,5
HD171591,201901,3,2.0,4.0,5.0,7.0,6.0,8.0,2018-07-15,2019-01-01,5
HD187665,201901,8,8.0,8.0,8.0,6.0,7.0,8.0,2018-05-15,2019-01-01,7
HD192887,201901,5,6.0,4.0,4.0,8.0,6.0,7.0,2018-06-01,2019-01-01,7
HD219882,201901,6,7.0,6.0,7.0,9.0,7.0,9.0,2018-07-08,2019-01-01,5
HD221159,201901,2,5.0,4.0,5.0,2.0,5.0,3.0,2018-05-06,2019-01-01,7
HD256988,201901,9,7.0,6.0,7.0,9.0,9.0,8.0,2018-07-09,2019-01-01,5
HD300844,201901,8,7.0,9.0,9.0,10.0,7.0,10.0,2018-07-12,2019-01-01,5
HD351145,201901,2,5.0,3.0,4.0,3.0,2.0,4.0,2018-04-04,2019-01-01,8
HD384128,201901,8,6.0,6.0,9.0,9.0,7.0,9.0,2018-05-02,2019-01-01,7
HD402002,201901,7,7.0,10.0,6.0,7.0,10.0,12.0,2018-04-13,2019-01-01,8
HD426886,201901,5,8.0,9.0,7.0,9.0,11.0,8.0,2018-04-05,2019-01-01,8
HD459890,201901,2,4.0,3.0,3.0,2.0,3.0,6.0,2018-05-11,2019-01-01,7
HD471878,201901,8,3.0,5.0,10.0,11.0,5.0,8.0,2018-07-07,2019-01-01,5
HD487220,201901,9,10.0,9.0,7.0,10.0,9.0,8.0,2018-05-11,2019-01-01,7
HD523855,201901,1,4.0,4.0,4.0,6.0,5.0,7.0,2018-04-04,2019-01-01,8
HD555581,201901,8,9.0,9.0,8.0,8.0,9.0,8.0,2018-06-03,2019-01-01,6
HD565805,201901,2,3.0,2.0,3.0,2.0,4.0,7.0,2018-06-01,2019-01-01,7
HD571515,201901,4,3.0,2.0,2.0,5.0,5.0,7.0,2018-04-15,2019-01-01,8
HD580454,201901,7,8.0,6.0,7.0,5.0,11.0,10.0,2018-04-05,2019-01-01,8
HD625291,201901,2,4.0,3.0,3.0,5.0,5.0,6.0,2018-06-01,2019-01-01,7
HD634523,201901,3,3.0,1.0,1.0,1.0,5.0,6.0,2018-04-13,2019-01-01,8
HD678019,201901,1,3.0,5.0,2.0,4.0,4.0,8.0,2018-06-02,2019-01-01,6
HD693175,201901,8,7.0,9.0,9.0,7.0,8.0,12.0,2018-07-10,2019-01-01,5
HD707253,201901,7,5.0,6.0,5.0,9.0,6.0,8.0,2018-05-06,2019-01-01,7
HD724425,201901,9,6.0,8.0,7.0,5.0,8.0,8.0,2018-06-04,2019-01-01,6
HD734247,201901,5,8.0,8.0,6.0,7.0,6.0,9.0,2018-07-09,2019-01-01,5
HD736119,201901,7,7.0,7.0,4.0,5.0,7.0,9.0,2018-05-10,2019-01-01,7
HD738121,201901,5,11.0,7.0,8.0,8.0,9.0,7.0,2018-06-09,2019-01-01,6
HD747321,201901,3,4.0,4.0,7.0,4.0,6.0,6.0,2018-05-09,2019-01-01,7
HD762655,201901,2,3.0,6.0,5.0,3.0,5.0,4.0,2018-06-08,2019-01-01,6
HD805503,201901,5,7.0,7.0,7.0,7.0,5.0,8.0,2018-05-01,2019-01-01,8
HD814444,201901,8,6.0,7.0,9.0,6.0,6.0,10.0,2018-04-04,2019-01-01,8
HD821664,201901,2,3.0,1.0,5.0,5.0,8.0,9.0,2018-07-08,2019-01-01,5
HD841739,201901,2,2.0,3.0,3.0,7.0,5.0,8.0,2018-06-06,2019-01-01,6
HD872512,201901,5,8.0,7.0,7.0,7.0,7.0,5.0,2018-07-03,2019-01-01,5
HD981245,201901,8,8.0,10.0,6.0,7.0,8.0,11.0,2018-07-08,2019-01-01,5
HI013029,201901,6,9.0,9.0,6.0,8.0,7.0,9.0,2018-05-10,2019-01-01,7
HI058807,201901,9,8.0,8.0,6.0,5.0,9.0,10.0,2018-05-02,2019-01-01,7
HI067846,201901,7,8.0,10.0,6.0,11.0,7.0,11.0,2018-07-08,2019-01-01,5
HI099779,201901,5,4.0,6.0,9.0,7.0,7.0,9.0,2018-06-04,2019-01-01,6
HI103175,201901,5,6.0,7.0,8.0,8.0,7.0,8.0,2018-05-15,2019-01-01,7
HI118782,201901,5,4.0,10.0,7.0,10.0,9.0,9.0,2018-07-05,2019-01-01,5
HI140097,201901,3,1.0,1.0,5.0,4.0,5.0,6.0,2018-04-07,2019-01-01,8
HI154843,201901,10,6.0,8.0,8.0,6.0,9.0,6.0,2018-06-05,2019-01-01,6
HI205526,201901,5,7.0,8.0,6.0,9.0,10.0,7.0,2018-06-12,2019-01-01,6
HI207778,201901,7,9.0,8.0,8.0,8.0,7.0,10.0,2018-07-05,2019-01-01,5
HI218595,201901,10,10.0,8.0,8.0,11.0,10.0,9.0,2018-06-10,2019-01-01,6
HI271061,201901,3,1.0,3.0,3.0,3.0,3.0,9.0,2018-06-03,2019-01-01,6
HI298989,201901,9,7.0,6.0,10.0,10.0,8.0,10.0,2018-07-12,2019-01-01,5
HI302801,201901,2,6.0,4.0,2.0,1.0,4.0,3.0,2018-04-05,2019-01-01,8
HI312309,201901,5,10.0,7.0,10.0,9.0,10.0,7.0,2018-06-15,2019-01-01,6
HI314268,201901,3,3.0,2.0,9.0,6.0,6.0,9.0,2018-07-09,2019-01-01,5
HI331377,201901,8,7.0,9.0,9.0,7.0,8.0,8.0,2018-04-11,2019-01-01,8
HI367242,201901,7,7.0,7.0,6.0,8.0,7.0,8.0,2018-04-07,2019-01-01,8
HI368031,201901,7,8.0,10.0,9.0,8.0,3.0,8.0,2018-04-03,2019-01-01,8
HI372505,201901,6,4.0,5.0,8.0,3.0,4.0,7.0,2018-05-01,2019-01-01,8
HI402688,201901,4,3.0,2.0,3.0,6.0,6.0,5.0,2018-04-12,2019-01-01,8
HI415680,201901,4,4.0,5.0,3.0,7.0,7.0,7.0,2018-06-09,2019-01-01,6
HI446535,201901,4,1.0,2.0,8.0,7.0,6.0,7.0,2018-05-05,2019-01-01,7
HI474778,201901,5,7.0,6.0,6.0,7.0,9.0,5.0,2018-05-04,2019-01-01,7
HI484575,201901,7,9.0,10.0,8.0,12.0,10.0,8.0,2018-07-08,2019-01-01,5
HI513968,201901,8,8.0,7.0,8.0,6.0,7.0,10.0,2018-06-06,2019-01-01,6
HI555356,201901,5,2.0,2.0,1.0,8.0,7.0,6.0,2018-07-11,2019-01-01,5
HI560276,201901,2,1.0,2.0,5.0,5.0,6.0,7.0,2018-06-08,2019-01-01,6
HI562740,201901,9,7.0,7.0,10.0,9.0,7.0,6.0,2018-05-06,2019-01-01,7
HI570258,201901,1,4.0,4.0,2.0,4.0,2.0,5.0,2018-04-11,2019-01-01,8
HI575026,201901,8,7.0,8.0,7.0,7.0,8.0,6.0,2018-05-05,2019-01-01,7
HI587459,201901,10,8.0,7.0,9.0,10.0,7.0,7.0,2018-07-12,2019-01-01,5
HI599889,201901,6,6.0,8.0,8.0,6.0,8.0,6.0,2018-04-13,2019-01-01,8
HI615448,201901,8,8.0,8.0,5.0,7.0,4.0,9.0,2018-07-05,2019-01-01,5
HI620428,201901,6,3.0,2.0,2.0,6.0,7.0,7.0,2018-06-06,2019-01-01,6
HI630247,201901,7,9.0,9.0,7.0,6.0,8.0,9.0,2018-05-01,2019-01-01,8
HI680854,201901,1,3.0,5.0,3.0,3.0,2.0,7.0,2018-06-14,2019-01-01,6
HI732386,201901,3,2.0,3.0,4.0,4.0,7.0,6.0,2018-05-13,2019-01-01,7
HI778952,201901,7,9.0,6.0,9.0,9.0,5.0,8.0,2018-07-01,2019-01-01,6
HI819179,201901,7,7.0,9.0,10.0,8.0,8.0,7.0,2018-07-09,2019-01-01,5
HI844972,201901,3,1.0,2.0,2.0,2.0,3.0,7.0,2018-06-05,2019-01-01,6
HI864084,201901,4,4.0,3.0,3.0,5.0,5.0,4.0,2018-06-14,2019-01-01,6
HI866614,201901,6,7.0,8.0,8.0,8.0,7.0,8.0,2018-05-01,2019-01-01,8
HI948138,201901,3,1.0,5.0,4.0,7.0,7.0,10.0,2018-07-08,2019-01-01,5
HI958817,201901,2,3.0,3.0,1.0,2.0,5.0,4.0,2018-06-09,2019-01-01,6
IK000432,201901,3,3.0,3.0,5.0,4.0,7.0,8.0,2018-05-01,2019-01-01,8
IK026319,201901,4,3.0,3.0,4.0,5.0,6.0,7.0,2018-05-13,2019-01-01,7
IK042838,201901,6,7.0,9.0,10.0,8.0,7.0,6.0,2018-04-04,2019-01-01,8
IK044135,201901,3,1.0,4.0,4.0,4.0,6.0,7.0,2018-05-13,2019-01-01,7
IK082424,201901,5,3.0,3.0,4.0,5.0,7.0,7.0,2018-04-14,2019-01-01,8
IK190403,201901,2,3.0,7.0,2.0,5.0,3.0,4.0,2018-04-07,2019-01-01,8
IK234815,201901,8,5.0,7.0,5.0,7.0,7.0,9.0,2018-05-12,2019-01-01,7
IK266585,201901,7,9.0,8.0,11.0,11.0,8.0,8.0,2018-05-14,2019-01-01,7
IK311371,201901,5,4.0,3.0,1.0,5.0,6.0,10.0,2018-05-12,2019-01-01,7
IK322778,201901,5,10.0,8.0,8.0,7.0,7.0,10.0,2018-06-05,2019-01-01,6
IK356680,201901,8,8.0,8.0,10.0,9.0,9.0,8.0,2018-05-02,2019-01-01,7
IK364005,201901,9,7.0,9.0,10.0,8.0,7.0,9.0,2018-06-06,2019-01-01,6
IK407687,201901,3,3.0,1.0,3.0,3.0,3.0,7.0,2018-04-03,2019-01-01,8
IK429268,201901,8,7.0,6.0,6.0,7.0,10.0,7.0,2018-04-06,2019-01-01,8
IK453226,201901,8,5.0,8.0,7.0,6.0,8.0,8.0,2018-06-02,2019-01-01,6
IK491887,201901,3,2.0,5.0,2.0,3.0,5.0,6.0,2018-04-08,2019-01-01,8
IK519538,201901,3,1.0,3.0,9.0,6.0,4.0,8.0,2018-07-15,2019-01-01,5
IK537890,201901,6,10.0,9.0,8.0,9.0,9.0,8.0,2018-07-06,2019-01-01,5
IK548249,201901,2,3.0,4.0,6.0,4.0,6.0,8.0,2018-06-02,2019-01-01,6
IK575241,201901,2,3.0,3.0,4.0,4.0,6.0,5.0,2018-05-04,2019-01-01,7
IK578389,201901,2,1.0,2.0,5.0,1.0,6.0,8.0,2018-07-15,2019-01-01,5
IK584824,201901,7,11.0,12.0,8.0,8.0,5.0,7.0,2018-04-08,2019-01-01,8
IK611614,201901,8,8.0,9.0,8.0,8.0,7.0,7.0,2018-05-09,2019-01-01,7
IK617484,201901,2,3.0,5.0,4.0,6.0,6.0,11.0,2018-07-10,2019-01-01,5
IK626501,201901,6,9.0,9.0,6.0,8.0,10.0,5.0,2018-06-10,2019-01-01,6
IK629720,201901,5,2.0,2.0,5.0,5.0,6.0,8.0,2018-07-03,2019-01-01,5
IK638789,201901,9,8.0,7.0,8.0,8.0,8.0,8.0,2018-06-10,2019-01-01,6
IK642724,201901,5,6.0,7.0,5.0,3.0,2.0,9.0,2018-04-15,2019-01-01,8
IK660380,201901,4,3.0,5.0,7.0,1.0,5.0,6.0,2018-05-10,2019-01-01,7
IK662753,201901,6,8.0,9.0,9.0,7.0,8.0,6.0,2018-06-05,2019-01-01,6
IK679682,201901,1,4.0,1.0,6.0,3.0,4.0,5.0,2018-04-05,2019-01-01,8
IK697935,201901,1,4.0,5.0,2.0,4.0,4.0,6.0,2018-04-09,2019-01-01,8
IK704656,201901,6,9.0,8.0,6.0,8.0,8.0,8.0,2018-04-13,2019-01-01,8
IK714626,201901,2,4.0,1.0,5.0,4.0,4.0,6.0,2018-05-05,2019-01-01,7
IK757849,201901,4,3.0,2.0,4.0,5.0,8.0,9.0,2018-07-09,2019-01-01,5
IK758927,201901,7,6.0,8.0,8.0,6.0,8.0,7.0,2018-06-03,2019-01-01,6
IK761183,201901,7,10.0,8.0,8.0,8.0,9.0,8.0,2018-06-12,2019-01-01,6
IK761631,201901,3,5.0,2.0,3.0,1.0,5.0,4.0,2018-04-13,2019-01-01,8
IK782104,201901,3,2.0,5.0,6.0,8.0,4.0,5.0,2018-04-02,2019-01-01,8
IK802877,201901,9,8.0,8.0,6.0,9.0,8.0,11.0,2018-05-04,2019-01-01,7
IK820199,201901,4,3.0,7.0,3.0,6.0,6.0,9.0,2018-07-03,2019-01-01,5
IK854778,201901,3,3.0,4.0,1.0,2.0,1.0,5.0,2018-06-02,2019-01-01,6
IK861991,201901,9,6.0,10.0,11.0,8.0,11.0,12.0,2018-07-09,2019-01-01,5
IK862574,201901,3,1.0,2.0,5.0,5.0,5.0,8.0,2018-05-06,2019-01-01,7
IK891907,201901,7,6.0,7.0,7.0,8.0,6.0,9.0,2018-07-10,2019-01-01,5
