customer_id,routine_flg,name,class,gender,start_date,end_date,campaign_id,is_deleted,campaign_name,class_name,price,customer_start,customer_end,mean,median,max,min,tmp_customer_end,membership_period
IK653458,1,XXXX,C02,F,2018-02-01 00:00:00,,CA1,0,通常,デイタイム,7500,2018-02-01,,7.333333333333333,7.0,9,5,2019-04-30,14
IK654848,1,XXXXXX,C02,M,2018-04-04 00:00:00,2018-11-30 00:00:00,CA3,1,入会費無料,デイタイム,7500,2018-04-04,2018-11-30,4.125,4.0,7,2,2018-11-30,7
IK657837,1,XX,C01,M,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,5.333333333333333,5.5,8,3,2019-04-30,32
IK660380,1,XXXXX,C01,M,2018-05-10 00:00:00,2019-01-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-05-10,2019-01-31,5.0,5.0,7,1,2019-01-31,8
IK661109,1,XX,C01,M,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,4.833333333333333,5.0,7,3,2019-04-30,32
IK661529,1,XXXXX,C01,M,2018-04-01 00:00:00,2019-03-31 00:00:00,CA3,1,入会費無料,オールタイム,10500,2018-04-01,2019-03-31,4.833333333333333,4.5,8,2,2019-03-31,11
IK662672,1,XXXX,C01,M,2017-08-01 00:00:00,2018-07-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-08-01,2018-07-31,3.75,4.0,5,2,2018-07-31,11
IK662753,1,XXXXX,C02,F,2018-06-05 00:00:00,,CA2,0,入会費半額,デイタイム,7500,2018-06-05,,7.2,7.0,9,6,2019-04-30,10
IK669065,1,XXX,C02,M,2018-03-01 00:00:00,,CA1,0,通常,デイタイム,7500,2018-03-01,,7.25,7.0,9,6,2019-04-30,13
IK670283,1,XXXXX,C02,F,2015-12-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-12-01,,5.333333333333333,5.5,7,3,2019-04-30,40
IK671472,1,XXXX,C03,F,2017-10-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-10-01,,6.416666666666667,6.5,10,3,2019-04-30,18
IK672859,0,XXXXX,C01,M,2016-11-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,オールタイム,10500,2016-11-01,2018-05-31,2.5,2.5,4,1,2018-05-31,18
IK673736,0,XXXXX,C02,F,2018-05-13 00:00:00,2018-10-31 00:00:00,CA2,1,入会費半額,デイタイム,7500,2018-05-13,2018-10-31,3.3333333333333335,2.0,8,1,2018-10-31,5
IK676041,1,XXXXX,C01,F,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,5.25,5.5,7,2,2019-04-30,32
IK679292,0,XXXXX,C01,M,2017-05-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-05-01,2018-05-31,2.5,2.5,4,1,2018-05-31,12
IK679682,1,XXX,C02,M,2018-04-05 00:00:00,2019-01-31 00:00:00,CA3,1,入会費無料,デイタイム,7500,2018-04-05,2019-01-31,4.3,4.5,7,1,2019-01-31,9
IK680230,0,XXXXX,C02,F,2018-07-06 00:00:00,2018-11-30 00:00:00,CA1,1,通常,デイタイム,7500,2018-07-06,2018-11-30,4.0,4.0,6,2,2018-11-30,4
IK683711,1,XXXX,C01,M,2017-07-01 00:00:00,2018-07-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-07-01,2018-07-31,3.0,3.0,5,1,2018-07-31,12
IK686301,1,XXXX,C01,M,2016-03-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-03-01,,3.8333333333333335,4.0,6,1,2019-04-30,37
IK686461,1,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-12-01,,5.583333333333333,6.0,7,3,2019-04-30,28
IK688052,1,XXXX,C03,M,2018-02-01 00:00:00,,CA1,0,通常,ナイト,6000,2018-02-01,,6.833333333333333,7.0,10,4,2019-04-30,14
IK689396,0,XXXX,C02,F,2017-11-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,デイタイム,7500,2017-11-01,2018-04-30,2.0,2.0,2,2,2018-04-30,5
IK692635,0,XXXXX,C02,F,2019-03-15 00:00:00,,CA1,0,通常,デイタイム,7500,2019-03-15,,10.0,10.0,10,10,2019-04-30,1
IK693082,1,XXXX,C03,M,2016-10-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-10-01,,4.75,4.5,9,2,2019-04-30,30
IK694377,0,XXXX,C01,M,2017-08-01 00:00:00,2018-08-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-08-01,2018-08-31,3.2,4.0,4,2,2018-08-31,12
IK695797,1,XXXX,C02,M,2015-07-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-07-01,,3.8333333333333335,4.5,6,1,2019-04-30,45
IK697663,1,XX,C03,F,2018-12-02 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-12-02,,9.0,9.0,10,8,2019-04-30,4
IK697935,1,XXXX,C01,M,2018-04-09 00:00:00,2019-01-31 00:00:00,CA3,1,入会費無料,オールタイム,10500,2018-04-09,2019-01-31,4.8,4.5,8,1,2019-01-31,9
IK698337,0,XXXX,C01,M,2018-02-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,オールタイム,10500,2018-02-01,2018-04-30,2.0,2.0,2,2,2018-04-30,2
IK699204,1,XXXXX,C01,M,2018-01-01 00:00:00,2018-11-30 00:00:00,CA1,1,通常,オールタイム,10500,2018-01-01,2018-11-30,3.375,2.5,8,1,2018-11-30,10
IK699513,1,XXXXX,C01,M,2017-10-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-10-01,,6.333333333333333,6.0,11,3,2019-04-30,18
IK701555,1,XXXXX,C02,F,2015-05-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-05-01,,4.75,5.0,6,1,2019-04-30,47
IK703077,1,XXX,C01,M,2017-01-01 00:00:00,2018-12-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-01-01,2018-12-31,4.555555555555555,4.0,7,2,2018-12-31,23
IK704656,1,XXX,C03,M,2018-04-13 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-04-13,,7.416666666666667,8.0,9,6,2019-04-30,12
IK710780,1,XXXXX,C03,M,2018-05-09 00:00:00,2018-12-31 00:00:00,CA2,1,入会費半額,ナイト,6000,2018-05-09,2018-12-31,3.75,3.0,8,1,2018-12-31,7
IK712590,0,XX,C02,F,2017-12-01 00:00:00,2018-08-31 00:00:00,CA3,1,入会費無料,デイタイム,7500,2017-12-01,2018-08-31,3.4,3.0,5,2,2018-08-31,8
IK714626,1,XXX,C01,M,2018-05-05 00:00:00,2019-01-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-05-05,2019-01-31,4.444444444444445,4.0,8,1,2019-01-31,8
IK720807,0,XXXXX,C01,F,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,オールタイム,10500,2017-04-01,2018-04-30,2.0,2.0,2,2,2018-04-30,12
IK722730,0,XX,C01,M,2017-08-01 00:00:00,2018-04-30 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-08-01,2018-04-30,2.0,2.0,2,2,2018-04-30,8
IK726211,1,XXX,C02,F,2019-03-01 00:00:00,,CA1,0,通常,デイタイム,7500,2019-03-01,,9.0,9.0,9,9,2019-04-30,1
IK727029,0,XXXX,C03,M,2017-09-01 00:00:00,2018-09-30 00:00:00,CA1,1,通常,ナイト,6000,2017-09-01,2018-09-30,2.6666666666666665,3.0,4,1,2018-09-30,12
IK730851,0,XXXX,C01,M,2017-05-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-05-01,2018-05-31,2.0,2.0,2,2,2018-05-31,12
IK732196,1,XXXXX,C02,F,2016-05-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-05-01,,5.166666666666667,4.0,8,2,2019-04-30,35
IK732316,1,XXXX,C03,M,2016-07-01 00:00:00,,CA2,0,入会費半額,ナイト,6000,2016-07-01,,4.416666666666667,4.0,7,2,2019-04-30,33
IK733351,1,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-09-01,,4.583333333333333,4.0,9,3,2019-04-30,43
IK733404,1,XXXX,C03,M,2016-05-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-05-01,,4.083333333333333,4.0,6,1,2019-04-30,35
IK736758,1,XXXXX,C01,M,2017-05-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-05-01,,4.916666666666667,4.5,8,3,2019-04-30,23
IK740134,1,XXXX,C01,F,2015-10-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-10-01,,4.5,4.5,8,1,2019-04-30,42
IK743815,1,XXXXX,C01,F,2017-02-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-02-01,,5.583333333333333,5.5,9,2,2019-04-30,26
IK743897,1,XXXX,C02,F,2016-11-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-11-01,,5.333333333333333,5.5,8,2,2019-04-30,29
IK747199,1,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-01-01,,4.583333333333333,4.5,7,2,2019-04-30,27
IK749861,1,XXX,C03,M,2017-12-01 00:00:00,,CA3,0,入会費無料,ナイト,6000,2017-12-01,,6.833333333333333,7.0,9,2,2019-04-30,16
IK750625,1,XX,C03,M,2017-09-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-09-01,,6.166666666666667,6.0,9,4,2019-04-30,19
IK751678,1,XXXXX,C02,M,2018-12-10 00:00:00,,CA3,0,入会費無料,デイタイム,7500,2018-12-10,,9.5,9.0,12,8,2019-04-30,4
IK751998,1,XXXXX,C03,M,2015-10-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-10-01,,5.25,5.0,10,3,2019-04-30,42
IK753356,1,XXXX,C02,F,2017-09-01 00:00:00,,CA1,0,通常,デイタイム,7500,2017-09-01,,5.75,5.5,8,4,2019-04-30,19
IK755553,1,XXXX,C01,M,2018-02-01 00:00:00,,CA1,0,通常,オールタイム,10500,2018-02-01,,6.916666666666667,7.0,11,5,2019-04-30,14
IK755601,1,XXXX,C03,F,2017-06-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-06-01,,6.0,6.0,8,4,2019-04-30,22
IK755649,1,XXXXX,C01,M,2015-12-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-12-01,,4.75,5.0,8,3,2019-04-30,40
IK757849,0,XXXX,C03,M,2018-07-09 00:00:00,2019-03-31 00:00:00,CA1,1,通常,ナイト,6000,2018-07-09,2019-03-31,4.777777777777778,4.0,9,2,2019-03-31,8
IK758927,1,XXXXXX,C01,M,2018-06-03 00:00:00,,CA2,0,入会費半額,オールタイム,10500,2018-06-03,,7.0,7.0,9,5,2019-04-30,10
IK761183,1,XXXX,C02,F,2018-06-12 00:00:00,,CA2,0,入会費半額,デイタイム,7500,2018-06-12,,8.1,8.0,10,6,2019-04-30,10
IK761631,1,XXXXX,C03,M,2018-04-13 00:00:00,2019-01-31 00:00:00,CA3,1,入会費無料,ナイト,6000,2018-04-13,2019-01-31,4.2,4.5,7,1,2019-01-31,9
IK766314,1,XXXXX,C02,F,2015-11-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-11-01,,4.0,4.0,6,1,2019-04-30,41
IK769245,1,XXXX,C03,M,2018-11-08 00:00:00,,CA1,0,通常,ナイト,6000,2018-11-08,,8.8,8.0,12,7,2019-04-30,5
IK770101,1,XXXX,C01,F,2017-12-01 00:00:00,2018-12-31 00:00:00,CA3,1,入会費無料,オールタイム,10500,2017-12-01,2018-12-31,4.444444444444445,5.0,7,1,2018-12-31,12
IK771427,1,XXXX,C02,M,2015-10-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-10-01,,3.75,3.5,6,1,2019-04-30,42
IK772152,0,XXXXX,C01,F,2017-07-01 00:00:00,2018-04-30 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-07-01,2018-04-30,3.0,3.0,3,3,2018-04-30,9
IK774332,0,XXXXX,C03,F,2018-07-15 00:00:00,2018-09-30 00:00:00,CA1,1,通常,ナイト,6000,2018-07-15,2018-09-30,4.666666666666667,4.0,9,1,2018-09-30,2
IK775424,1,XXXXX,C01,M,2018-08-13 00:00:00,2019-02-28 00:00:00,CA1,1,通常,オールタイム,10500,2018-08-13,2019-02-28,5.428571428571429,4.0,9,3,2019-02-28,6
IK777885,0,XXXXXX,C01,M,2018-06-14 00:00:00,2018-08-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-06-14,2018-08-31,5.333333333333333,3.0,11,2,2018-08-31,2
IK779828,1,XXXX,C01,F,2018-09-02 00:00:00,,CA1,0,通常,オールタイム,10500,2018-09-02,,8.428571428571429,8.0,10,7,2019-04-30,7
IK782104,1,XXX,C01,M,2018-04-02 00:00:00,2019-03-31 00:00:00,CA3,1,入会費無料,オールタイム,10500,2018-04-02,2019-03-31,5.0,5.0,9,2,2019-03-31,11
IK783574,0,XXXX,C03,M,2017-10-01 00:00:00,2018-07-31 00:00:00,CA1,1,通常,ナイト,6000,2017-10-01,2018-07-31,2.5,3.0,3,1,2018-07-31,9
IK785510,1,XXXXX,C03,M,2018-12-02 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-12-02,,9.0,9.5,10,7,2019-04-30,4
IK787243,1,XX,C03,M,2015-08-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-08-01,,4.333333333333333,5.0,6,2,2019-04-30,44
IK791659,1,XX,C01,M,2016-07-01 00:00:00,,CA2,0,入会費半額,オールタイム,10500,2016-07-01,,5.0,5.0,8,3,2019-04-30,33
IK794489,1,XXX,C02,F,2017-06-01 00:00:00,,CA1,0,通常,デイタイム,7500,2017-06-01,,5.833333333333333,6.0,8,4,2019-04-30,22
IK795154,0,XXXX,C01,M,2018-08-01 00:00:00,2019-01-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-08-01,2019-01-31,3.5,2.5,7,1,2019-01-31,5
IK795481,1,XXXXX,C01,M,2017-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-09-01,,6.5,6.0,11,4,2019-04-30,19
IK797502,1,XXXX,C03,M,2018-01-01 00:00:00,,CA1,0,通常,ナイト,6000,2018-01-01,,6.583333333333333,7.0,9,4,2019-04-30,15
IK799332,1,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-09-01,,4.583333333333333,4.0,8,1,2019-04-30,43
IK802122,1,XXXX,C01,M,2018-08-13 00:00:00,,CA1,0,通常,オールタイム,10500,2018-08-13,,8.5,9.0,10,5,2019-04-30,8
IK802877,1,XXXX,C01,F,2018-05-04 00:00:00,,CA2,0,入会費半額,オールタイム,10500,2018-05-04,,8.363636363636363,8.0,11,6,2019-04-30,11
IK803368,1,XXXXX,C03,M,2018-09-13 00:00:00,,CA1,0,通常,ナイト,6000,2018-09-13,,7.857142857142857,8.0,10,5,2019-04-30,7
IK804925,1,XXXX,C02,F,2019-02-11 00:00:00,,CA1,0,通常,デイタイム,7500,2019-02-11,,8.5,8.5,9,8,2019-04-30,2
IK807110,0,XXXXX,C01,F,2018-02-01 00:00:00,2019-01-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-02-01,2019-01-31,3.7,3.5,8,1,2019-01-31,11
IK809167,1,XXX,C03,M,2016-07-01 00:00:00,,CA2,0,入会費半額,ナイト,6000,2016-07-01,,5.0,5.0,7,3,2019-04-30,33
IK810639,1,XXX,C01,F,2016-02-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-02-01,,3.9166666666666665,4.0,6,1,2019-04-30,38
IK816400,1,XXX,C01,F,2018-03-01 00:00:00,2018-10-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-03-01,2018-10-31,3.4285714285714284,4.0,6,1,2018-10-31,7
IK817088,1,XXXX,C03,F,2017-12-01 00:00:00,2018-09-30 00:00:00,CA3,1,入会費無料,ナイト,6000,2017-12-01,2018-09-30,2.5,2.5,4,1,2018-09-30,9
IK820199,1,XXXX,C03,M,2018-07-03 00:00:00,2019-03-31 00:00:00,CA1,1,通常,ナイト,6000,2018-07-03,2019-03-31,5.222222222222222,5.0,9,3,2019-03-31,8
IK822921,1,XXXX,C01,F,2017-10-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-10-01,,6.416666666666667,6.0,11,3,2019-04-30,18
IK823588,1,XXXX,C01,F,2017-11-01 00:00:00,2019-03-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-11-01,2019-03-31,4.166666666666667,4.0,7,1,2019-03-31,16
IK825670,1,XXXXXX,C01,F,2017-12-01 00:00:00,2018-07-31 00:00:00,CA3,1,入会費無料,オールタイム,10500,2017-12-01,2018-07-31,2.5,2.5,4,1,2018-07-31,7
IK828809,1,XXXXX,C01,F,2016-06-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-06-01,,4.666666666666667,5.0,7,1,2019-04-30,34
IK842365,1,XXXX,C01,M,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,5.166666666666667,5.0,7,3,2019-04-30,32
IK844882,1,XXX,C01,F,2017-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-09-01,,7.583333333333333,7.5,10,5,2019-04-30,19
IK850378,1,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-12-01,,5.333333333333333,6.0,7,3,2019-04-30,28
IK851397,1,XXXX,C01,F,2017-04-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-04-01,,5.583333333333333,5.5,8,4,2019-04-30,24
IK853515,1,XX,C01,M,2017-03-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-03-01,,4.833333333333333,5.0,7,2,2019-04-30,25
IK853780,1,XXXXX,C03,M,2017-12-01 00:00:00,,CA3,0,入会費無料,ナイト,6000,2017-12-01,,6.166666666666667,6.0,9,2,2019-04-30,16
IK854778,1,XXXX,C02,M,2018-06-02 00:00:00,2019-02-28 00:00:00,CA2,1,入会費半額,デイタイム,7500,2018-06-02,2019-02-28,3.2222222222222223,3.0,8,1,2019-02-28,8
IK855636,1,XXX,C01,F,2017-04-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-04-01,,5.833333333333333,6.0,8,3,2019-04-30,24
IK861991,1,XXXXXX,C02,F,2018-07-09 00:00:00,,CA1,0,通常,デイタイム,7500,2018-07-09,,9.444444444444445,10.0,12,6,2019-04-30,9
IK862574,1,XX,C01,M,2018-05-06 00:00:00,2019-02-28 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-05-06,2019-02-28,4.4,5.0,8,1,2019-02-28,9
IK865460,1,XXXXX,C02,F,2017-07-01 00:00:00,,CA2,0,入会費半額,デイタイム,7500,2017-07-01,,5.916666666666667,5.5,9,4,2019-04-30,21
IK866321,1,XX,C03,M,2018-12-10 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-12-10,,8.25,8.0,10,7,2019-04-30,4
IK867288,1,XXX,C03,F,2018-11-09 00:00:00,,CA1,0,通常,ナイト,6000,2018-11-09,,6.6,6.0,9,5,2019-04-30,5
IK871588,1,XXXX,C02,F,2016-03-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-03-01,,4.916666666666667,4.5,8,3,2019-04-30,37
IK871961,1,XXXX,C01,F,2017-04-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-04-01,,6.25,6.0,8,4,2019-04-30,24
IK872637,1,XXX,C03,M,2018-12-06 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-12-06,,7.75,8.0,9,6,2019-04-30,4
IK873661,1,XXXXXX,C01,F,2018-03-01 00:00:00,2018-12-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-03-01,2018-12-31,3.111111111111111,3.0,7,1,2018-12-31,9
IK874433,1,XXXXXX,C01,M,2016-10-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-10-01,,4.333333333333333,4.5,8,1,2019-04-30,30
IK874524,1,XXXXX,C01,M,2016-05-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-05-01,,4.5,4.5,7,1,2019-04-30,35
IK874777,1,XXXX,C01,M,2017-12-01 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2017-12-01,,7.166666666666667,7.0,9,4,2019-04-30,16
IK876176,1,XXXXX,C02,F,2018-08-12 00:00:00,,CA1,0,通常,デイタイム,7500,2018-08-12,,7.75,7.5,11,5,2019-04-30,8
IK877583,0,XXXX,C02,F,2019-02-05 00:00:00,,CA1,0,通常,デイタイム,7500,2019-02-05,,8.0,8.0,9,7,2019-04-30,2
IK880102,1,XXXXXX,C01,F,2016-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-09-01,,5.916666666666667,6.0,8,2,2019-04-30,31
IK881653,0,XXXXX,C01,M,2018-09-10 00:00:00,2019-02-28 00:00:00,CA1,1,通常,オールタイム,10500,2018-09-10,2019-02-28,4.833333333333333,5.0,8,1,2019-02-28,5
IK881709,1,XXX,C03,M,2018-04-01 00:00:00,2019-01-31 00:00:00,CA3,1,入会費無料,ナイト,6000,2018-04-01,2019-01-31,4.1,3.0,9,1,2019-01-31,9
IK883066,1,XXXX,C03,F,2015-12-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-12-01,,4.083333333333333,4.0,7,2,2019-04-30,40
IK884794,1,XXXX,C02,F,2018-04-10 00:00:00,2018-10-31 00:00:00,CA3,1,入会費無料,デイタイム,7500,2018-04-10,2018-10-31,5.142857142857143,5.0,8,3,2018-10-31,6
IK886752,1,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-09-01,,5.25,5.0,7,3,2019-04-30,43
IK887179,0,XXX,C01,F,2017-08-01 00:00:00,2018-05-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-08-01,2018-05-31,2.0,2.0,3,1,2018-05-31,9
IK888697,1,XXX,C03,M,2018-02-01 00:00:00,,CA1,0,通常,ナイト,6000,2018-02-01,,6.666666666666667,7.0,8,4,2019-04-30,14
IK890445,1,XXXX,C01,M,2016-01-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-01-01,,5.0,4.5,9,2,2019-04-30,39
IK891907,1,XXXX,C01,F,2018-07-10 00:00:00,,CA1,0,通常,オールタイム,10500,2018-07-10,,7.222222222222222,7.0,9,6,2019-04-30,9
IK897447,1,XX,C01,M,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,4.583333333333333,4.0,8,2,2019-04-30,32
IK899587,1,XXX,C03,M,2018-05-05 00:00:00,2018-11-30 00:00:00,CA2,1,入会費半額,ナイト,6000,2018-05-05,2018-11-30,5.285714285714286,6.0,9,1,2018-11-30,6
IK902787,1,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-06-01,,4.083333333333333,4.5,6,2,2019-04-30,46
IK904385,1,XXXX,C02,F,2016-08-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-08-01,,5.0,5.5,7,2,2019-04-30,32
IK905330,1,XXX,C01,F,2016-11-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-11-01,,5.0,5.0,7,4,2019-04-30,29
IK907604,1,XX,C01,M,2017-08-01 00:00:00,,CA2,0,入会費半額,オールタイム,10500,2017-08-01,,6.166666666666667,6.5,8,3,2019-04-30,20
IK907713,1,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-01-01,,5.333333333333333,5.5,8,2,2019-04-30,27
IK911585,1,XXXXX,C01,M,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,4.666666666666667,5.0,7,2,2019-04-30,32
IK912733,0,XXXX,C02,F,2017-04-01 00:00:00,2018-08-31 00:00:00,CA1,1,通常,デイタイム,7500,2017-04-01,2018-08-31,2.0,2.0,3,1,2018-08-31,16
IK913187,1,XXXX,C01,F,2017-02-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-02-01,,5.0,5.5,7,1,2019-04-30,26
IK914829,1,XXXXX,C01,M,2017-12-01 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2017-12-01,,7.166666666666667,7.5,10,5,2019-04-30,16
IK921404,1,XXXX,C02,F,2019-02-01 00:00:00,,CA1,0,通常,デイタイム,7500,2019-02-01,,9.0,9.0,10,8,2019-04-30,2
IK921715,0,XXXXXX,C01,M,2018-09-05 00:00:00,2018-10-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-09-05,2018-10-31,6.5,6.5,9,4,2018-10-31,1
IK923373,1,XX,C01,M,2018-01-01 00:00:00,2019-01-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-01-01,2019-01-31,3.4,3.0,9,1,2019-01-31,12
IK923881,1,XXXX,C03,M,2017-09-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-09-01,,6.25,6.0,10,4,2019-04-30,19
IK927405,1,XXX,C01,F,2018-03-01 00:00:00,,CA1,0,通常,オールタイム,10500,2018-03-01,,7.083333333333333,7.0,10,4,2019-04-30,13
IK929378,1,XXXXX,C02,F,2017-02-01 00:00:00,,CA1,0,通常,デイタイム,7500,2017-02-01,,6.333333333333333,6.0,9,4,2019-04-30,26
IK930070,1,XXXXX,C03,F,2015-11-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-11-01,,4.583333333333333,5.0,7,2,2019-04-30,41
IK931165,1,XX,C03,F,2017-08-01 00:00:00,,CA2,0,入会費半額,ナイト,6000,2017-08-01,,6.0,5.5,10,3,2019-04-30,20
IK936381,1,XXXXX,C03,M,2018-12-14 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-12-14,,7.5,7.5,9,6,2019-04-30,4
IK938063,0,XX,C03,F,2017-07-01 00:00:00,2018-05-31 00:00:00,CA2,1,入会費半額,ナイト,6000,2017-07-01,2018-05-31,2.0,2.0,3,1,2018-05-31,10
IK938859,0,XXXXXX,C01,M,2016-08-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,オールタイム,10500,2016-08-01,2018-04-30,4.0,4.0,4,4,2018-04-30,20
IK938961,1,XXXXX,C01,M,2018-12-12 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2018-12-12,,10.0,11.0,11,7,2019-04-30,4
IK942599,0,XXXXX,C02,F,2016-07-01 00:00:00,2018-05-31 00:00:00,CA2,1,入会費半額,デイタイム,7500,2016-07-01,2018-05-31,1.5,1.5,2,1,2018-05-31,22
IK947853,1,XXXXX,C02,F,2019-03-09 00:00:00,,CA1,0,通常,デイタイム,7500,2019-03-09,,8.0,8.0,8,8,2019-04-30,1
IK951548,1,XXXX,C01,M,2016-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-09-01,,4.75,4.0,8,3,2019-04-30,31
IK951755,1,XXXXX,C03,F,2019-02-04 00:00:00,,CA1,0,通常,ナイト,6000,2019-02-04,,9.0,9.0,10,8,2019-04-30,2
IK953897,1,XXXXX,C01,F,2016-05-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-05-01,,5.083333333333333,5.0,8,1,2019-04-30,35
IK961793,1,XXXXX,C01,M,2018-01-01 00:00:00,2018-09-30 00:00:00,CA1,1,通常,オールタイム,10500,2018-01-01,2018-09-30,3.0,3.0,4,1,2018-09-30,8
IK964401,1,XXXXXX,C01,F,2018-12-10 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2018-12-10,,8.5,8.5,9,8,2019-04-30,4
IK966075,1,XXXX,C03,M,2018-02-01 00:00:00,2019-01-31 00:00:00,CA1,1,通常,ナイト,6000,2018-02-01,2019-01-31,3.6,3.5,7,1,2019-01-31,11
IK967528,1,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-01-01,,5.416666666666667,5.5,7,2,2019-04-30,27
